customer_id,facility_id,arrival_time,age,service_type,priority_level,customer_type,wait_tolerance,queue_length,queue_position,historical_avg_wait,active_staff_count,avg_service_time,staff_availability,hour_of_day,day_of_week,is_holiday,peak_hours,no_show_indicator,service_counters,operational_hours,feedback_score,actual_wait_time,queue_status
C009319,F004,18-01-2024 11:34,69,complaint,normal,appointment,17,45,27,25.2,7,21.2,0.94,11,3,0,1,0,2,8,3.5,120.0,critical
C009320,F004,19-01-2024 17:45,73,application,elderly,appointment,17,20,14,14.0,2,21.9,0.79,17,4,0,0,0,5,9,2.2,120.0,critical
C009321,F003,12-01-2024 18:07,71,consultation,elderly,appointment,21,16,15,20.0,1,12.9,0.61,18,4,0,0,0,6,8,2.2,120.0,critical
C009322,F003,03-01-2024 13:52,29,payment,urgent,online,7,22,15,20.0,4,5.5,0.61,13,2,0,0,0,5,10,3.9,11.8,critical
C009323,F004,13-01-2024 08:11,47,payment,normal,appointment,38,32,22,13.0,4,7.2,0.7,8,5,0,0,0,2,10,3.3,111.0,critical
C009324,F003,14-01-2024 10:23,69,renewal,normal,appointment,21,35,34,35.1,7,15.3,0.92,10,6,0,1,1,6,9,2.9,0.0,abandoned
C009325,F004,19-01-2024 09:31,36,inquiry,normal,appointment,13,32,11,32.4,3,8.2,0.81,9,4,0,1,0,2,9,3.2,55.5,critical
C009326,F003,01-01-2024 12:31,35,complaint,normal,appointment,7,24,20,24.8,6,10.4,0.83,12,0,1,1,0,2,8,3.8,120.0,critical
C009327,F003,15-01-2024 14:38,19,complaint,normal,appointment,12,7,7,13.8,1,17.9,0.62,14,0,1,0,0,5,12,3.1,120.0,critical
C009328,F005,03-01-2024 11:52,32,application,normal,walk-in,26,10,6,19.8,4,9.7,0.81,11,2,0,1,0,5,8,4.5,21.6,busy
C009329,F002,02-01-2024 10:00,33,complaint,normal,online,17,36,34,34.2,6,11.4,0.87,10,1,0,1,0,3,8,2.3,120.0,critical
C009330,F005,16-01-2024 14:16,62,consultation,normal,appointment,35,19,2,16.0,1,4.0,0.73,14,1,0,0,0,4,10,4.4,9.6,normal
C009331,F005,16-01-2024 08:36,32,payment,elderly,online,11,18,6,20.0,4,3.7,0.8,8,1,0,0,0,3,12,4.9,6.7,busy
C009332,F003,23-01-2024 12:29,43,payment,normal,appointment,24,18,13,41.4,3,3.0,0.96,12,1,0,1,0,4,10,4.9,16.6,busy
C009333,F005,05-01-2024 08:47,55,renewal,normal,appointment,15,17,16,11.0,2,8.4,0.89,8,4,0,0,0,6,9,5.0,76.6,critical
C009334,F002,29-01-2024 13:40,67,inquiry,normal,appointment,26,13,12,19.0,1,9.6,0.66,13,0,0,0,0,6,12,3.0,120.0,critical
C009335,F001,02-01-2024 17:55,73,payment,elderly,appointment,14,11,2,25.0,3,3.2,0.89,17,1,0,0,0,3,9,4.4,3.0,normal
C009336,F001,13-01-2024 18:53,79,inquiry,elderly,online,19,14,3,32.5,1,3.0,0.88,18,5,0,0,0,2,8,4.1,7.3,normal
C009337,F002,20-01-2024 10:17,71,inquiry,elderly,appointment,6,53,15,23.4,7,3.9,0.89,10,5,0,1,1,6,9,4.0,0.0,abandoned
C009338,F002,17-01-2024 17:52,38,inquiry,normal,appointment,17,10,8,10.0,1,7.9,0.77,17,2,0,0,0,5,8,4.3,81.9,critical
C009339,F003,01-01-2024 14:36,23,application,normal,online,29,15,12,12.6,2,13.1,0.71,14,0,1,0,0,4,10,3.3,108.3,critical
C009340,F003,10-01-2024 14:25,88,inquiry,elderly,online,12,18,8,13.0,2,6.5,0.85,14,2,0,0,1,6,12,4.0,0.0,abandoned
C009341,F003,14-01-2024 16:31,53,renewal,normal,appointment,10,24,8,22.1,1,3.0,0.66,16,6,0,0,0,2,8,3.6,34.8,critical
C009342,F002,04-01-2024 11:03,79,inquiry,elderly,appointment,17,27,4,25.2,3,9.9,0.91,11,3,0,1,0,6,10,3.7,8.4,normal
C009343,F002,01-01-2024 10:16,22,inquiry,urgent,online,5,8,4,22.7,4,5.0,0.86,10,0,1,1,0,6,10,5.0,1.0,normal
C009344,F004,11-01-2024 17:14,21,consultation,normal,walk-in,7,12,12,22.0,2,15.7,0.75,17,3,0,0,1,5,12,2.8,0.0,abandoned
C009345,F003,02-01-2024 10:59,21,inquiry,normal,online,27,45,18,45.0,6,6.3,0.97,10,1,0,1,0,5,10,3.8,23.6,congested
C009346,F002,27-01-2024 13:15,31,inquiry,elderly,online,19,6,5,31.2,3,4.0,0.83,13,5,0,0,0,4,10,3.9,5.4,normal
C009347,F002,11-01-2024 13:44,65,application,normal,online,34,19,3,22.0,3,22.6,0.7,13,3,0,0,0,2,8,4.5,48.9,congested
C009348,F002,29-01-2024 13:58,49,payment,normal,walk-in,15,8,7,22.0,1,5.3,0.85,13,0,0,0,1,6,9,3.9,0.0,abandoned
C009349,F001,23-01-2024 16:27,22,renewal,elderly,appointment,23,17,17,11.0,1,5.1,0.83,16,1,0,0,0,2,8,3.3,74.4,critical
C009350,F001,23-01-2024 18:51,75,consultation,elderly,appointment,15,15,9,18.0,4,5.3,0.64,18,1,0,0,0,3,10,3.9,16.6,congested
C009351,F003,18-01-2024 15:21,83,application,elderly,appointment,9,16,16,22.0,2,19.0,0.73,15,3,0,0,0,4,8,2.5,120.0,critical
C009352,F001,19-01-2024 10:29,29,consultation,normal,appointment,18,32,20,32.4,3,10.9,0.97,10,4,0,1,1,5,9,2.9,0.0,abandoned
C009353,F002,06-01-2024 17:11,21,inquiry,normal,online,36,19,14,16.9,1,5.5,0.77,17,5,0,0,0,6,8,3.1,102.3,critical
C009354,F005,28-01-2024 10:14,53,inquiry,normal,online,32,35,1,51.5,3,4.2,0.83,10,6,0,1,0,2,8,3.8,3.4,congested
C009355,F001,14-01-2024 18:37,29,application,elderly,walk-in,11,24,24,14.3,1,6.2,0.73,18,6,0,0,0,6,12,1.0,120.0,critical
C009356,F005,06-01-2024 17:19,58,complaint,normal,online,18,6,5,20.8,4,19.3,0.81,17,5,0,0,0,6,9,3.7,31.7,critical
C009357,F005,26-01-2024 10:36,81,payment,elderly,online,18,21,4,28.8,4,3.9,0.86,10,4,0,1,0,5,9,5.0,4.1,normal
C009358,F004,28-01-2024 12:08,89,complaint,elderly,online,13,37,35,28.1,3,17.4,0.82,12,6,0,1,1,5,12,1.5,0.0,abandoned
C009359,F002,30-01-2024 16:39,88,payment,elderly,walk-in,19,6,6,19.0,2,6.8,0.61,16,1,0,0,0,6,12,5.0,24.6,congested
C009360,F004,03-01-2024 12:44,42,application,urgent,online,6,32,15,36.0,3,22.2,0.98,12,2,0,1,0,3,8,2.5,37.0,critical
C009361,F003,05-01-2024 12:15,51,application,normal,online,8,34,6,45.0,4,10.9,0.91,12,4,0,1,0,2,10,4.1,37.4,critical
C009362,F005,22-01-2024 12:05,87,consultation,elderly,online,10,21,14,27.0,7,10.4,1.0,12,0,0,1,0,2,8,5.0,54.1,critical
C009363,F003,02-01-2024 08:46,79,complaint,elderly,appointment,13,24,13,19.0,1,20.5,0.7,8,1,0,0,1,4,8,1.0,0.0,abandoned
C009364,F005,03-01-2024 12:21,31,inquiry,normal,walk-in,11,9,3,36.0,5,4.2,0.94,12,2,0,1,0,6,9,4.6,2.4,normal
C009365,F003,29-01-2024 08:02,67,complaint,normal,walk-in,23,25,1,20.0,3,3.0,0.67,8,0,0,0,1,6,12,4.6,0.0,abandoned
C009366,F003,01-01-2024 15:37,64,payment,normal,online,11,10,9,11.4,1,3.0,0.87,15,0,1,0,0,6,12,5.0,30.2,critical
C009367,F002,27-01-2024 13:46,49,payment,urgent,online,5,18,7,19.5,3,4.2,0.84,13,5,0,0,0,2,12,4.9,7.5,congested
C009368,F002,17-01-2024 11:06,73,payment,elderly,online,14,18,7,18.0,7,3.1,0.89,11,2,0,1,1,4,9,5.0,0.0,abandoned
C009369,F002,26-01-2024 17:04,34,application,normal,online,17,15,14,13.0,3,21.4,0.84,17,4,0,0,0,6,8,1.8,116.9,critical
C009370,F004,12-01-2024 13:30,18,payment,elderly,online,14,17,6,11.0,4,3.8,0.86,13,4,0,0,0,3,8,3.9,10.0,busy
C009371,F003,09-01-2024 15:43,84,payment,elderly,online,15,16,3,14.0,3,6.8,0.61,15,1,0,0,0,5,12,5.0,10.4,busy
C009372,F002,27-01-2024 12:43,52,payment,elderly,appointment,19,23,11,53.8,3,5.1,0.81,12,5,0,1,0,6,12,4.6,16.3,busy
C009373,F002,20-01-2024 15:34,90,consultation,elderly,appointment,13,15,13,22.1,2,8.8,0.79,15,5,0,0,0,2,8,2.5,53.1,critical
C009374,F003,17-01-2024 15:39,25,renewal,normal,appointment,29,8,5,22.0,2,8.9,0.83,15,2,0,0,0,6,12,4.4,28.1,busy
C009375,F005,08-01-2024 10:01,35,renewal,normal,walk-in,6,32,22,27.0,6,8.3,0.89,10,0,0,1,0,6,10,2.9,31.6,critical
C009376,F002,19-01-2024 15:21,74,inquiry,elderly,online,13,8,2,24.0,3,6.7,0.64,15,4,0,0,0,3,8,4.2,3.3,normal
C009377,F005,11-01-2024 16:42,76,consultation,elderly,walk-in,23,25,22,20.0,4,10.8,0.85,16,3,0,0,1,6,10,3.0,0.0,abandoned
C009378,F005,14-01-2024 11:06,89,payment,elderly,walk-in,15,37,2,51.5,8,3.0,0.98,11,6,0,1,0,3,9,4.0,2.0,congested
C009379,F004,29-01-2024 14:59,87,complaint,elderly,appointment,19,10,6,16.0,2,23.9,0.89,14,0,0,0,0,4,10,3.4,56.7,critical
C009380,F003,02-01-2024 12:44,52,application,normal,appointment,24,23,10,28.8,8,21.2,0.86,12,1,0,1,0,2,12,4.7,120.0,critical
C009381,F005,07-01-2024 10:03,52,application,elderly,walk-in,19,16,3,58.5,6,19.7,0.97,10,6,0,1,0,2,12,5.0,21.9,congested
C009382,F002,16-01-2024 13:32,26,application,normal,appointment,27,16,16,25.0,4,13.0,0.82,13,1,0,0,1,2,8,3.8,0.0,abandoned
C009383,F001,03-01-2024 15:42,73,inquiry,elderly,appointment,12,17,17,20.0,3,7.4,0.84,15,2,0,0,0,6,9,2.6,32.4,critical
C009384,F001,04-01-2024 16:55,52,complaint,normal,appointment,30,8,8,16.0,2,22.9,0.87,16,3,0,0,0,5,12,2.7,104.2,critical
C009385,F001,03-01-2024 13:19,34,consultation,normal,appointment,36,12,2,16.0,1,13.2,0.69,13,2,0,0,0,6,8,4.0,39.7,congested
C009386,F001,25-01-2024 12:51,74,application,elderly,online,15,37,31,43.2,5,23.0,0.9,12,3,0,1,1,2,9,3.6,0.0,abandoned
C009387,F003,07-01-2024 18:48,75,inquiry,elderly,walk-in,14,9,6,23.4,1,7.1,0.83,18,6,0,0,1,6,9,3.7,0.0,abandoned
C009388,F003,21-01-2024 15:47,28,payment,normal,walk-in,19,13,7,20.8,4,5.5,0.81,15,6,0,0,0,3,12,5.0,12.2,busy
C009389,F005,29-01-2024 12:53,37,consultation,normal,online,29,19,19,43.2,7,12.9,0.85,12,0,0,1,0,5,12,4.2,54.8,critical
C009390,F004,21-01-2024 08:50,40,application,normal,appointment,26,24,11,27.3,3,10.0,0.72,8,6,0,0,0,5,8,3.2,50.2,critical
C009391,F003,28-01-2024 13:31,81,consultation,elderly,appointment,19,16,15,13.0,4,12.4,0.74,13,6,0,0,0,3,10,3.4,60.5,critical
C009392,F002,20-01-2024 08:24,82,renewal,elderly,appointment,18,18,4,16.9,4,14.4,0.9,8,5,0,0,0,3,10,4.4,14.5,busy
C009393,F001,29-01-2024 13:13,51,payment,normal,appointment,19,10,9,25.0,1,4.0,0.84,13,0,0,0,0,4,9,4.5,43.8,critical
C009394,F004,05-01-2024 13:54,33,consultation,normal,online,21,8,1,23.0,1,11.2,0.82,13,4,0,0,0,2,9,4.6,13.7,busy
C009395,F004,28-01-2024 11:54,55,complaint,normal,walk-in,12,11,3,56.2,8,25.7,0.98,11,6,0,1,0,6,10,4.1,12.8,congested
C009396,F002,05-01-2024 13:11,26,payment,normal,online,5,21,5,15.0,1,5.5,0.6,13,4,0,0,0,6,12,3.6,44.5,critical
C009397,F004,12-01-2024 09:45,57,payment,normal,walk-in,25,21,13,37.8,3,5.2,0.84,9,4,0,1,0,5,12,5.0,28.5,congested
C009398,F005,18-01-2024 13:26,49,consultation,normal,online,30,10,6,10.0,1,9.3,0.68,13,3,0,0,1,2,12,3.8,0.0,abandoned
C009399,F002,06-01-2024 18:04,78,application,elderly,online,21,9,9,22.1,2,22.8,0.76,18,5,0,0,1,5,10,2.5,0.0,abandoned
C009400,F003,21-01-2024 11:46,42,complaint,normal,walk-in,14,11,8,23.4,3,21.7,0.97,11,6,0,1,0,5,12,3.3,57.1,critical
C009401,F005,04-01-2024 14:48,49,application,elderly,online,12,7,1,14.0,3,22.8,0.75,14,3,0,0,0,5,10,4.1,6.6,busy
C009402,F001,31-01-2024 12:36,88,consultation,elderly,walk-in,11,19,14,30.6,3,7.3,0.9,12,2,0,1,0,3,9,4.7,28.8,critical
C009403,F005,17-01-2024 14:40,46,complaint,normal,appointment,18,24,5,24.0,1,9.5,0.7,14,2,0,0,0,3,10,2.1,66.3,critical
C009404,F002,16-01-2024 16:44,57,inquiry,elderly,appointment,16,23,3,20.0,2,9.8,0.85,16,1,0,0,0,2,12,4.0,9.0,busy
C009405,F002,01-01-2024 14:40,90,renewal,elderly,appointment,12,6,3,11.4,4,5.8,0.78,14,0,1,0,0,5,8,4.0,1.0,normal
C009406,F005,20-01-2024 18:42,82,consultation,elderly,walk-in,11,14,14,31.2,2,9.3,0.62,18,5,0,0,0,4,8,3.0,74.8,critical
C009407,F005,12-01-2024 17:38,85,application,elderly,online,11,18,12,23.0,3,13.1,0.69,17,4,0,0,0,4,9,4.2,54.6,critical
C009408,F002,30-01-2024 08:23,76,application,elderly,walk-in,9,19,19,10.0,2,11.8,0.88,8,1,0,0,1,3,10,2.3,0.0,abandoned
C009409,F001,25-01-2024 16:17,75,payment,elderly,walk-in,14,10,1,22.0,3,3.5,0.86,16,3,0,0,0,2,8,5.0,1.0,normal
C009410,F005,26-01-2024 13:44,51,complaint,normal,online,24,6,6,24.0,3,17.0,0.7,13,4,0,0,0,2,12,3.6,70.3,critical
C009411,F005,22-01-2024 14:40,38,payment,normal,appointment,15,16,13,22.0,1,3.4,0.78,14,0,0,0,0,6,8,3.7,56.4,critical
C009412,F003,30-01-2024 08:31,69,inquiry,normal,appointment,32,15,9,19.0,3,4.3,0.72,8,1,0,0,0,6,8,4.4,20.3,busy
C009413,F001,20-01-2024 10:31,62,consultation,normal,online,19,58,25,51.5,6,16.5,0.99,10,5,0,1,0,3,12,4.2,120.0,critical
C009414,F004,13-01-2024 16:23,33,complaint,elderly,online,20,31,4,31.2,4,16.5,0.87,16,5,0,0,0,2,12,4.6,28.7,congested
C009415,F004,10-01-2024 09:12,80,renewal,elderly,online,14,18,7,45.0,4,5.4,0.87,9,2,0,1,0,2,12,5.0,11.8,busy
C009416,F001,09-01-2024 15:26,75,application,elderly,walk-in,5,23,7,16.0,1,24.1,0.61,15,1,0,0,0,2,10,2.2,120.0,critical
C009417,F003,25-01-2024 08:24,23,inquiry,normal,walk-in,35,24,7,18.0,3,4.2,0.62,8,3,0,0,1,5,9,4.0,0.0,abandoned
C009418,F001,07-01-2024 13:31,81,complaint,elderly,appointment,5,23,8,20.8,2,8.3,0.84,13,6,0,0,1,4,8,3.3,0.0,abandoned
C009419,F003,08-01-2024 14:30,67,consultation,elderly,walk-in,15,6,2,16.0,3,8.7,0.7,14,0,0,0,0,2,12,3.2,8.9,busy
C009420,F004,03-01-2024 18:50,71,payment,elderly,walk-in,17,16,2,18.0,3,5.1,0.62,18,2,0,0,1,6,9,4.7,0.0,abandoned
C009421,F001,31-01-2024 12:27,31,complaint,normal,walk-in,9,43,7,36.0,3,19.8,0.94,12,2,0,1,0,2,12,2.8,75.6,critical
C009422,F004,02-01-2024 08:51,81,payment,elderly,appointment,14,12,4,13.0,4,6.3,0.71,8,1,0,0,0,2,10,4.0,15.4,congested
C009423,F005,24-01-2024 16:16,64,application,urgent,appointment,7,22,20,19.0,2,21.8,0.82,16,2,0,0,1,2,9,1.2,0.0,abandoned
C009424,F004,22-01-2024 13:23,61,renewal,normal,walk-in,12,8,3,22.0,1,7.3,,13,0,0,0,1,4,9,2.8,0.0,abandoned
C009425,F002,28-01-2024 09:32,42,renewal,normal,online,38,58,19,42.1,4,9.4,0.92,9,6,0,1,0,2,10,3.1,99.0,critical
C009426,F005,30-01-2024 18:15,86,payment,elderly,appointment,13,15,14,17.0,2,5.0,0.83,18,1,0,0,0,5,10,4.0,32.6,critical
C009427,F001,03-01-2024 16:41,85,renewal,elderly,online,21,20,15,18.0,2,5.1,0.85,16,2,0,0,1,2,9,3.1,0.0,abandoned
C009428,F004,20-01-2024 13:19,76,complaint,elderly,appointment,18,27,27,22.1,4,15.0,0.88,13,5,0,0,0,4,12,4.3,80.9,critical
C009429,F005,16-01-2024 15:26,75,renewal,elderly,online,19,9,5,17.0,3,6.4,0.82,15,1,0,0,0,5,8,5.0,7.9,normal
C009430,F002,02-01-2024 11:51,85,complaint,elderly,appointment,18,30,15,23.4,8,21.8,0.83,11,1,0,1,0,3,10,3.7,94.3,critical
C009431,F005,14-01-2024 09:19,81,renewal,elderly,appointment,17,28,28,28.1,5,3.0,0.89,9,6,0,1,0,4,10,5.0,19.2,congested
C009432,F004,28-01-2024 11:37,90,application,elderly,appointment,5,14,9,49.1,6,12.8,0.98,11,6,0,1,0,4,9,3.2,22.4,critical
C009433,F003,06-01-2024 09:33,66,complaint,normal,walk-in,19,58,34,32.8,4,14.8,0.91,9,5,0,1,1,3,8,3.6,0.0,abandoned
C009434,F004,21-01-2024 13:44,42,application,normal,appointment,17,28,4,26.0,2,13.2,0.77,13,6,0,0,0,5,8,4.6,35.5,critical
C009435,F002,08-01-2024 09:39,78,renewal,elderly,walk-in,22,27,16,45.0,7,3.0,0.93,9,0,0,1,0,2,8,4.1,20.8,busy
C009436,F004,31-01-2024 17:57,83,complaint,elderly,online,8,14,1,19.0,1,13.2,0.62,17,2,0,0,0,5,8,5.0,15.6,critical
C009437,F003,26-01-2024 08:01,57,inquiry,normal,walk-in,11,9,2,14.0,1,6.7,0.62,8,4,0,0,0,4,8,5.0,21.6,critical
C009438,F005,03-01-2024 18:49,59,inquiry,normal,online,19,18,3,15.0,4,6.6,0.62,18,2,0,0,0,4,8,4.7,9.4,normal
C009439,F005,29-01-2024 13:19,89,complaint,elderly,appointment,8,21,19,17.0,2,22.2,0.65,13,0,0,0,0,6,10,1.8,120.0,critical
C009440,F003,01-01-2024 12:26,55,application,normal,online,23,15,12,18.4,5,24.0,0.93,12,0,1,1,0,5,12,2.9,63.7,critical
C009441,F002,04-01-2024 14:35,58,application,elderly,walk-in,19,17,14,25.0,1,20.4,0.76,14,3,0,0,0,2,10,1.0,120.0,critical
C009442,F004,14-01-2024 11:25,23,complaint,normal,appointment,20,37,36,53.8,5,13.7,0.89,11,6,0,1,0,5,8,2.9,112.6,critical
C009443,F005,11-01-2024 10:45,27,complaint,normal,appointment,23,12,6,18.0,6,26.7,0.99,10,3,0,1,0,5,10,4.4,34.1,congested
C009444,F002,29-01-2024 12:23,66,payment,normal,online,19,27,17,19.8,4,9.2,0.92,12,0,0,1,0,5,10,4.1,42.9,critical
C009445,F002,15-01-2024 13:35,74,renewal,elderly,appointment,10,3,2,11.4,3,6.1,0.6,13,0,1,0,0,6,10,3.9,3.2,normal
C009446,F005,20-01-2024 15:50,52,inquiry,normal,walk-in,11,19,16,13.0,3,6.8,0.66,15,5,0,0,0,3,10,3.6,57.4,critical
C009447,F002,23-01-2024 17:20,70,application,normal,walk-in,7,21,19,21.0,3,10.6,0.89,17,1,0,0,0,2,8,2.2,110.7,critical
C009448,F003,28-01-2024 18:35,79,inquiry,elderly,appointment,15,23,17,29.9,1,9.2,0.62,18,6,0,0,0,2,12,1.6,120.0,critical
C009449,F002,01-01-2024 11:15,80,payment,elderly,walk-in,21,17,3,20.5,5,6.4,0.99,11,0,1,1,0,5,8,5.0,3.1,normal
C009450,F004,10-01-2024 10:59,85,inquiry,elderly,walk-in,17,23,1,25.2,6,9.6,0.9,10,2,0,1,0,4,8,4.4,1.0,normal
C009451,F004,13-01-2024 14:01,26,payment,normal,appointment,16,26,11,18.2,2,3.0,0.8,14,5,0,0,0,5,9,4.1,23.7,congested
C009452,F005,19-01-2024 10:09,34,payment,normal,appointment,18,27,3,27.0,7,3.2,0.87,10,4,0,1,0,4,9,5.0,2.8,normal
C009453,F005,25-01-2024 17:52,77,payment,elderly,online,10,10,2,11.0,4,4.3,0.64,17,3,0,0,0,4,10,4.6,5.4,busy
C009454,F005,19-01-2024 14:37,18,complaint,normal,online,23,24,21,17.0,1,16.7,0.6,14,4,0,0,1,2,12,1.0,0.0,abandoned
C009455,F002,09-01-2024 17:39,22,consultation,elderly,online,18,5,4,18.0,2,15.6,0.82,17,1,0,0,1,4,10,4.6,0.0,abandoned
C009456,F002,08-01-2024 14:12,48,payment,elderly,walk-in,14,14,11,20.0,1,8.6,0.64,14,0,0,0,1,3,8,2.7,0.0,abandoned
C009457,F005,26-01-2024 09:34,32,inquiry,urgent,online,7,10,10,39.6,8,3.0,0.95,9,4,0,1,0,4,8,4.2,6.0,busy
C009458,F005,14-01-2024 18:57,41,consultation,normal,appointment,5,22,20,32.5,2,8.7,0.65,18,6,0,0,0,5,9,2.9,120.0,critical
C009459,F004,27-01-2024 15:54,61,application,elderly,walk-in,8,14,5,14.3,4,15.5,0.72,15,5,0,0,0,4,10,4.8,21.5,critical
C009460,F003,16-01-2024 11:04,87,renewal,elderly,online,12,27,25,25.2,5,4.3,0.83,11,1,0,1,0,6,9,4.2,16.0,congested
C009461,F003,24-01-2024 09:03,26,payment,normal,walk-in,15,16,4,28.8,8,5.5,0.97,9,2,0,1,0,5,12,3.8,5.4,normal
C009462,F002,25-01-2024 17:44,20,consultation,normal,walk-in,9,23,12,23.0,3,15.7,0.86,17,3,0,0,0,6,10,3.1,72.1,critical
C009463,F005,15-01-2024 13:19,35,inquiry,normal,appointment,12,4,4,9.0,3,3.0,0.68,13,0,1,0,0,2,10,4.4,10.2,busy
C009464,F004,02-01-2024 12:19,86,renewal,elderly,online,23,45,4,25.2,4,8.1,0.97,12,1,0,1,0,6,10,3.5,7.6,congested
C009465,F003,26-01-2024 08:00,74,renewal,elderly,online,6,21,16,25.0,4,11.6,0.88,8,4,0,0,1,6,12,3.2,0.0,abandoned
C009466,F002,25-01-2024 13:04,42,inquiry,normal,appointment,32,7,6,12.0,3,4.4,0.8,13,3,0,0,0,2,10,5.0,16.2,busy
C009467,F002,18-01-2024 08:03,22,renewal,normal,online,8,6,3,14.0,3,5.4,0.76,8,3,0,0,0,2,8,4.9,11.7,congested
C009468,F004,28-01-2024 15:40,69,application,normal,walk-in,29,20,11,14.3,2,9.3,0.69,15,6,0,0,0,4,10,3.6,76.0,critical
C009469,F004,25-01-2024 14:26,60,renewal,normal,appointment,7,17,5,20.0,1,4.8,0.89,14,3,0,0,0,5,12,3.3,27.3,critical
C009470,F004,28-01-2024 16:22,51,complaint,normal,appointment,22,6,3,23.4,1,12.7,0.68,16,6,0,0,0,4,8,4.1,61.1,critical
C009471,F003,31-01-2024 16:02,80,complaint,elderly,online,11,19,5,21.0,1,24.9,0.83,16,2,0,0,0,4,12,2.8,104.7,critical
C009472,F002,23-01-2024 11:22,26,application,elderly,appointment,11,12,5,39.6,3,22.9,0.8,11,1,0,1,1,5,8,3.6,0.0,abandoned
C009473,F001,17-01-2024 11:58,78,complaint,elderly,walk-in,22,23,23,21.6,5,30.0,0.81,11,2,0,1,0,2,9,2.0,120.0,critical
C009474,F004,02-01-2024 17:01,77,renewal,elderly,walk-in,13,14,11,22.0,1,6.9,0.74,17,1,0,0,1,3,12,3.3,0.0,abandoned
C009475,F004,22-01-2024 15:09,41,renewal,normal,walk-in,11,22,3,14.0,3,3.0,0.73,15,0,0,0,0,2,8,4.8,8.5,busy
C009476,F002,04-01-2024 16:15,43,inquiry,normal,appointment,17,14,2,16.0,2,10.4,0.73,16,3,0,0,0,2,12,3.6,10.5,busy
C009477,F003,02-01-2024 17:26,46,complaint,normal,appointment,5,21,15,19.0,3,14.9,0.75,17,1,0,0,0,5,10,2.2,102.3,critical
C009478,F004,24-01-2024 11:28,69,inquiry,urgent,appointment,5,34,27,41.4,6,6.9,0.83,11,2,0,1,0,3,9,3.8,24.6,critical
C009479,F004,29-01-2024 10:54,80,inquiry,elderly,walk-in,17,21,10,43.2,5,6.2,0.91,10,0,0,1,0,3,9,3.7,16.1,busy
C009480,F003,03-01-2024 15:41,23,consultation,normal,online,6,17,11,22.0,4,15.6,0.87,15,2,0,0,0,4,8,5.0,50.0,critical
C009481,F001,03-01-2024 11:22,72,inquiry,elderly,walk-in,24,39,3,43.2,5,9.3,0.95,11,2,0,1,0,2,9,4.8,11.3,congested
C009482,F004,18-01-2024 08:44,87,complaint,elderly,appointment,20,17,14,14.0,4,15.1,0.84,8,3,0,0,1,4,9,3.6,0.0,abandoned
C009483,F003,14-01-2024 10:19,23,consultation,urgent,online,5,11,6,35.1,3,11.4,0.81,10,6,0,1,0,2,12,3.4,15.4,critical
C009484,F004,31-01-2024 15:59,50,complaint,normal,appointment,23,15,9,14.0,4,14.8,0.68,15,2,0,0,0,3,9,4.7,64.5,critical
C009485,F004,27-01-2024 16:47,39,complaint,normal,online,23,6,2,24.7,1,15.1,0.61,16,5,0,0,1,3,10,2.8,0.0,abandoned
C009486,F002,27-01-2024 10:18,83,renewal,elderly,appointment,17,21,21,58.5,4,8.9,0.96,10,5,0,1,1,6,9,4.3,0.0,abandoned
C009487,F004,15-01-2024 13:07,72,inquiry,elderly,walk-in,14,14,5,7.8,4,3.0,0.6,13,0,1,0,0,4,10,4.4,7.5,busy
C009488,F004,15-01-2024 11:17,58,renewal,normal,walk-in,27,10,9,21.6,8,7.6,0.99,11,0,1,1,0,6,9,4.7,9.3,normal
C009489,F005,09-01-2024 18:06,55,application,normal,appointment,23,20,1,23.0,4,6.7,0.66,18,1,0,0,0,4,8,4.3,1.0,normal
C009490,F005,07-01-2024 16:01,21,renewal,normal,online,20,24,22,14.3,4,9.5,0.81,16,6,0,0,0,3,12,4.4,87.2,critical
C009491,F002,06-01-2024 12:09,30,renewal,normal,appointment,13,18,8,30.4,6,6.2,0.94,12,5,0,1,0,6,9,3.8,11.3,busy
C009492,F003,30-01-2024 13:47,70,consultation,urgent,walk-in,6,20,14,20.0,3,12.8,0.9,13,1,0,0,1,5,10,3.3,0.0,abandoned
C009493,F004,04-01-2024 16:13,58,complaint,urgent,walk-in,5,9,7,25.0,1,15.6,0.88,16,3,0,0,1,2,9,2.7,0.0,abandoned
C009494,F001,26-01-2024 09:20,85,application,elderly,walk-in,23,16,1,30.6,6,18.3,0.99,9,4,0,1,0,6,9,4.0,1.8,normal
C009495,F002,12-01-2024 09:10,36,inquiry,normal,appointment,5,28,5,37.8,4,6.4,1.0,9,4,0,1,0,3,10,4.8,6.1,congested
C009496,F003,11-01-2024 13:52,21,application,urgent,appointment,5,15,9,15.0,2,10.4,0.69,13,3,0,0,0,4,9,3.1,17.4,critical
C009497,F001,25-01-2024 12:21,32,renewal,normal,appointment,10,9,4,36.0,7,9.8,0.9,12,3,0,1,0,5,9,4.2,9.6,busy
C009498,F002,30-01-2024 14:40,85,payment,elderly,walk-in,20,9,7,13.0,1,5.6,0.74,14,1,0,0,0,2,12,3.3,37.1,critical
C009499,F001,13-01-2024 18:56,32,payment,normal,appointment,5,10,4,14.3,1,3.0,0.84,18,5,0,0,0,3,9,4.6,16.9,critical
