facility_id,age,service_type,priority_level,customer_type,wait_tolerance,queue_length,queue_position,historical_avg_wait,active_staff_count,avg_service_time,staff_availability,hour_of_day,day_of_week,is_holiday,peak_hours,no_show_indicator,service_counters,operational_hours,feedback_score,actual_wait_time,queue_status
F002,19,inquiry,elderly,appointment,10,22,18,23,1,3,0.62,15,0,0,0,0,3,9,3.6,,critical
F005,87,consultation,elderly,online,5,31,24,26,2,12.4,0.82,17,5,0,0,1,6,8,2.5,,abandoned
F001,24,renewal,normal,online,22,25,2,12,4,13.6,0.83,18,0,0,0,1,3,12,5,,abandoned
F002,32,application,normal,online,21,13,3,9.6,1,19.7,0.6,14,0,1,0,0,6,8,3.1,,critical
F004,57,inquiry,normal,online,32,14,3,28.8,3,3.9,0.87,11,0,0,1,0,5,8,4.7,,normal
F002,41,complaint,normal,walk-in,23,22,16,14,1,7.8,0.67,8,0,0,0,1,2,12,2.2,,abandoned
F005,54,application,normal,online,21,3,3,13.8,2,7.5,0.61,18,0,1,0,0,3,12,4.8,,busy
F003,61,application,normal,online,9,18,7,18,3,15.4,0.85,13,0,0,0,0,6,12,4,,critical
F004,33,payment,normal,walk-in,12,23,5,16,1,9,0.77,16,1,0,0,0,3,8,4.6,,critical
F002,18,renewal,elderly,walk-in,17,10,3,22.1,4,8.4,0.63,17,5,0,0,0,3,9,4.1,,normal
F003,19,complaint,elderly,appointment,17,9,9,13.8,1,30,0.84,18,0,1,0,0,3,8,1,,critical
F003,79,inquiry,elderly,online,12,27,24,18,3,7.1,0.85,9,2,0,1,0,2,12,4.9,,critical
F001,75,consultation,elderly,appointment,13,20,3,15,2,4.8,0.65,17,1,0,0,0,6,9,3.1,,busy
F003,44,inquiry,elderly,walk-in,14,36,12,25.2,6,6.6,0.89,12,1,0,1,1,4,8,3.4,,abandoned
F004,72,inquiry,elderly,appointment,15,25,4,17,1,3,0.82,13,0,0,0,0,5,9,4.4,,busy
F004,18,application,elderly,walk-in,5,24,13,18,2,21.1,0.81,8,1,0,0,0,5,9,2.5,,critical
F002,67,payment,normal,walk-in,16,7,5,26,2,7.5,0.78,17,6,0,0,0,2,12,3.5,,congested
F005,43,payment,normal,online,16,7,4,25,1,5.9,0.79,14,2,0,0,0,4,12,3.4,,critical
F005,35,complaint,normal,appointment,16,32,10,23.4,8,21.1,0.94,11,3,0,1,0,6,10,5,,critical
F004,65,complaint,normal,walk-in,29,13,6,15,3,21.7,0.64,17,1,0,0,1,5,9,3.5,,abandoned
F005,28,renewal,elderly,appointment,7,46,45,42.1,5,13.2,0.93,11,5,0,1,0,2,9,2.2,,critical
F005,43,complaint,normal,online,11,11,5,19,1,24.7,0.73,14,0,0,0,1,3,12,1.7,,abandoned
F002,80,payment,elderly,walk-in,22,23,16,13,2,4.7,,17,0,0,0,0,3,8,4.2,,error
F004,47,complaint,normal,walk-in,22,22,3,15.6,2,19.4,0.85,15,6,0,0,0,6,8,2.8,,critical
F003,86,application,elderly,online,10,39,16,27,5,5.8,0.86,11,4,0,1,0,3,12,3.8,,critical
F004,82,payment,elderly,online,17,9,6,16,1,5.4,0.74,14,2,0,0,0,2,8,4.1,,critical
F001,52,application,normal,appointment,11,12,2,12,3,14.9,0.78,14,0,0,0,0,4,12,3.8,,congested
F001,42,payment,normal,online,20,18,16,10,3,6.9,0.88,17,4,0,0,0,2,10,3.3,,critical
F001,43,consultation,elderly,appointment,16,16,2,31.2,2,15,0.76,18,6,0,0,0,4,12,4.7,,busy
F004,29,inquiry,normal,walk-in,19,19,8,20.8,4,5.7,0.87,8,5,0,0,0,3,10,4.6,,busy
F005,90,consultation,elderly,appointment,18,7,2,18.2,2,12.3,0.66,15,5,0,0,0,4,12,5,,busy
F005,18,payment,normal,online,35,5,5,22,2,6.9,0.75,14,1,0,0,0,6,9,4.9,,busy
F005,85,complaint,elderly,walk-in,11,43,36,23.4,7,18.8,0.87,12,4,0,1,0,2,10,2.8,,critical
F004,64,payment,urgent,online,7,10,6,8.4,1,5,0.77,14,0,1,0,1,5,10,4,,abandoned
F005,81,inquiry,elderly,walk-in,10,22,19,11,3,6.7,0.68,15,1,0,0,0,5,12,4.1,,critical
F001,20,consultation,elderly,online,14,11,4,12,4,4.3,0.81,16,1,0,0,0,3,10,5,,normal
F005,51,inquiry,elderly,online,17,28,9,39.6,5,5.9,0.99,9,4,0,1,0,2,12,3.7,,busy
F002,44,complaint,elderly,appointment,18,10,1,19.5,3,28.5,0.8,15,5,0,0,0,4,9,4.3,,busy
F003,28,complaint,normal,appointment,20,10,5,14,1,16.3,0.81,15,1,0,0,0,4,10,3.2,,critical
F004,29,application,urgent,online,5,6,6,27,5,11.2,0.86,12,0,1,1,0,2,9,4.4,,critical
F001,87,consultation,elderly,online,19,9,1,30.6,6,5.4,0.84,11,3,0,1,0,3,9,5,,normal
F003,43,consultation,urgent,walk-in,5,18,16,19.8,4,8.3,0.94,11,0,0,1,0,3,8,3.9,,critical
F002,86,consultation,elderly,online,17,43,8,34.2,8,8.7,0.97,9,2,0,1,0,3,8,5,,congested
F004,67,consultation,normal,appointment,24,14,12,14,4,10,0.74,14,3,0,0,0,3,8,3.5,,critical
F002,21,inquiry,normal,online,12,18,5,37.8,8,4.4,0.93,10,3,0,1,0,6,12,3.4,,busy
F005,68,inquiry,normal,online,8,24,4,29.9,3,3.2,0.76,8,5,0,0,0,6,8,4.1,,busy
F002,65,renewal,elderly,walk-in,19,16,3,12,3,13.2,0.8,16,4,0,0,0,3,9,3.9,,busy
F003,78,complaint,elderly,appointment,14,7,1,24,2,15.3,0.62,18,1,0,0,0,4,8,3.6,,busy
F005,28,application,normal,walk-in,14,36,7,32.4,6,18.9,0.85,11,0,0,1,0,5,10,3.2,,critical
F002,84,application,elderly,appointment,7,9,3,24,1,15.1,0.82,13,1,0,0,0,3,9,3.3,,critical
F004,22,payment,urgent,appointment,5,28,20,25.7,8,8.1,0.91,10,5,0,1,0,3,10,4.8,,critical
F003,74,consultation,elderly,walk-in,16,41,11,25.2,7,7.5,0.81,12,0,0,1,0,4,12,5,,congested
F004,51,inquiry,urgent,online,5,3,3,13.8,1,4,0.73,13,0,1,0,0,5,10,4.1,,normal
F002,89,inquiry,elderly,appointment,11,16,1,43.2,8,6,0.83,11,2,0,1,0,4,12,4.3,,normal
F004,68,application,normal,online,20,5,1,19,2,3,0.74,14,4,0,0,0,2,9,3.9,,normal
F004,89,application,elderly,walk-in,12,5,3,11,3,9.2,0.83,15,3,0,0,0,5,9,4.7,,normal
F002,57,complaint,elderly,online,11,23,1,37.4,6,9.2,0.88,10,6,0,1,0,2,8,4.9,,normal
F005,79,renewal,elderly,walk-in,17,18,6,20,4,14.2,0.82,14,1,0,0,0,2,9,5,,critical
F002,81,payment,elderly,online,11,8,7,21,4,7.5,0.85,14,3,0,0,0,6,10,4.1,,congested
F004,64,application,normal,walk-in,28,43,25,30.6,3,15.6,0.98,10,3,0,1,0,5,8,2.4,,critical
F005,87,application,elderly,online,21,16,1,25.2,4,15.6,0.87,9,1,0,1,1,4,12,4,,abandoned
F002,27,renewal,normal,appointment,36,18,13,16,3,9.7,0.8,16,4,0,0,0,6,10,4.6,,congested
F004,41,renewal,normal,online,29,21,16,16,1,7.7,0.62,8,3,0,0,0,6,9,2.4,,critical
F005,37,payment,normal,walk-in,31,5,5,17,1,4,0.81,18,2,0,0,0,6,8,4,,busy
F001,83,inquiry,elderly,walk-in,13,30,19,25.2,4,6.1,0.92,10,4,0,1,0,3,8,5,,critical
F001,64,complaint,elderly,appointment,12,15,3,13,5,17.5,0.88,10,0,1,1,0,5,10,5,,busy
F001,48,payment,elderly,appointment,16,22,21,18,2,3,0.71,17,4,0,0,0,2,12,3.8,,critical
F004,41,renewal,elderly,walk-in,16,11,8,49.1,4,8.3,0.96,9,5,0,1,0,3,8,4.8,,congested
F004,41,inquiry,elderly,appointment,14,16,8,25.7,7,6.7,0.92,9,6,0,1,0,3,9,4,,busy
F002,56,complaint,normal,appointment,29,12,12,6,1,10.7,0.8,14,0,1,0,0,4,9,2.8,,critical
F001,53,inquiry,elderly,online,5,13,13,29.9,3,4.6,0.83,15,6,0,0,0,5,8,4.8,,critical
F001,79,complaint,elderly,appointment,12,15,12,17,2,18.2,0.7,17,4,0,0,1,2,10,3,,abandoned
F004,51,renewal,elderly,online,21,7,4,24.7,3,5.9,0.66,8,6,0,0,0,6,9,3.9,,busy
F005,30,renewal,normal,appointment,6,10,10,10,4,9.1,0.71,13,2,0,0,1,4,9,4.5,,abandoned
F003,25,complaint,urgent,walk-in,5,24,11,22,2,28.6,0.71,14,2,0,0,0,6,10,1,,critical
F002,40,inquiry,normal,walk-in,20,14,4,11,3,4.6,0.8,14,0,0,0,0,5,12,3.8,,normal
F002,83,inquiry,elderly,online,17,15,11,24.7,2,3.5,,8,6,0,0,0,4,9,3.5,,error
F002,89,renewal,elderly,walk-in,12,15,12,22.7,8,9.5,0.97,9,0,1,1,0,5,10,5,,congested
F003,87,complaint,elderly,online,16,9,9,12,1,21,0.75,8,1,0,0,0,3,9,1.9,,critical
F004,42,complaint,elderly,walk-in,17,9,2,17,1,22.4,0.77,18,0,0,0,0,4,9,3.5,,critical
F005,36,inquiry,urgent,appointment,5,21,18,19,4,6.6,0.75,16,1,0,0,0,6,12,4.1,,critical
F002,80,consultation,elderly,walk-in,17,58,11,53.8,8,14,0.93,12,5,0,1,0,4,8,3.1,,critical
F005,38,complaint,normal,appointment,23,12,2,10,4,23.9,0.86,17,1,0,0,0,4,12,5,,busy
F004,86,consultation,elderly,walk-in,14,10,4,15,4,14,0.66,15,1,0,0,0,6,12,4.6,,congested
F004,90,payment,elderly,appointment,10,45,43,43.2,4,4.2,0.97,12,4,0,1,0,2,12,4.2,,critical
F005,22,application,normal,walk-in,28,32,21,44.5,5,11.9,0.93,9,6,0,1,1,4,10,3.8,,abandoned
F005,73,consultation,elderly,walk-in,12,18,3,45,5,11.6,0.95,12,4,0,1,0,2,12,5,,congested
F005,25,complaint,normal,walk-in,21,14,14,21,4,19.9,0.71,14,0,0,0,1,4,12,3.3,,abandoned
F005,55,application,normal,walk-in,24,24,23,13,1,14.2,0.68,18,5,0,0,0,3,9,1,,critical
F003,64,application,elderly,appointment,18,10,7,16,3,14,0.81,16,1,0,0,0,6,9,4.4,,critical
F003,22,payment,normal,walk-in,18,41,1,21.6,8,5.1,0.92,9,0,0,1,0,5,8,5,,congested
F001,64,consultation,normal,appointment,5,15,5,14,4,6.2,0.62,14,0,0,0,0,4,8,3.8,,critical
F001,29,payment,elderly,online,9,6,3,17,3,7.3,0.74,17,2,0,0,0,3,8,3.5,,busy
F001,40,consultation,normal,online,14,28,22,29.9,1,3.1,0.83,16,6,0,0,0,6,9,3.2,,critical
F005,63,renewal,normal,online,11,26,26,24.7,3,6.2,0.74,16,5,0,0,0,2,9,3.3,,critical
F003,71,application,elderly,online,20,43,39,21.6,7,12.8,0.9,12,1,0,1,0,4,10,3.6,,critical
F003,35,renewal,normal,online,20,5,3,10,1,9.6,0.9,15,1,0,0,0,4,10,2.5,,critical
F001,65,inquiry,normal,appointment,12,16,12,12,4,3.9,0.87,8,1,0,0,0,6,9,4.3,,busy
F004,20,complaint,normal,appointment,5,10,8,23.4,8,21.9,0.98,9,2,0,1,0,6,12,4.1,,critical
F002,85,complaint,elderly,walk-in,15,58,23,42.1,3,17.6,0.98,10,5,0,1,0,4,8,1.6,,critical
F005,89,consultation,elderly,appointment,7,9,9,19.5,3,13.5,0.88,18,5,0,0,0,5,10,3.9,,critical
F004,71,payment,elderly,online,19,14,6,20,3,6.5,0.87,14,3,0,0,0,5,8,3.8,,busy
F001,69,consultation,normal,online,29,7,4,8.4,3,12.7,0.8,16,0,1,0,0,3,8,5,,busy
F001,90,complaint,elderly,appointment,22,6,2,16,1,19.4,0.74,13,3,0,0,0,4,8,3.5,,critical
F005,24,inquiry,normal,appointment,28,23,1,43.2,5,4.9,0.85,12,3,0,1,0,6,12,4.9,,normal
F004,90,renewal,elderly,appointment,10,10,2,43.2,7,9.8,0.84,10,0,0,1,0,2,10,4.5,,busy
F004,35,application,normal,appointment,13,21,6,17,2,20.7,0.84,14,1,0,0,0,3,8,3.5,,critical
F003,90,application,elderly,online,17,25,9,36,3,17.3,0.9,10,0,0,1,0,6,8,3.3,,critical
F001,28,renewal,elderly,walk-in,10,20,14,12,2,6,0.9,17,0,0,0,0,3,9,4.1,,critical
F004,84,complaint,elderly,appointment,15,23,23,19.5,2,17.2,0.75,18,5,0,0,1,4,10,1.6,,abandoned
F005,40,application,elderly,online,16,13,2,18,1,7.2,0.67,18,1,0,0,0,5,8,3.8,,busy
F003,42,renewal,urgent,online,5,36,16,21.6,6,3.6,0.9,12,4,0,1,0,3,12,4.4,,critical
F005,66,renewal,normal,walk-in,13,8,3,19,3,8.2,0.84,13,4,0,0,0,5,9,4.3,,busy
F003,38,renewal,normal,online,19,39,20,32.8,5,11.8,0.92,9,6,0,1,0,3,9,2.5,,critical
F005,21,complaint,urgent,walk-in,8,22,16,24,1,21.2,0.81,16,1,0,0,1,4,9,1,,abandoned
F005,40,application,normal,online,12,41,27,45,6,12.8,0.94,9,3,0,1,0,4,10,3.9,,critical
F005,77,payment,elderly,online,18,11,3,13.2,3,6.3,0.89,14,0,1,0,0,3,9,4,,normal
F005,72,payment,elderly,walk-in,10,21,4,16,2,5.4,0.65,17,2,0,0,0,6,9,4.8,,congested
F004,61,inquiry,normal,appointment,20,30,26,27,7,3,0.86,10,3,0,1,0,4,12,4.3,,congested
F003,63,application,normal,online,11,23,7,11,1,13.4,0.73,14,2,0,0,0,6,12,4.8,,critical
F002,31,consultation,normal,walk-in,17,18,17,44.5,5,18,0.98,11,6,0,1,0,3,12,2.3,,critical
F002,65,consultation,normal,appointment,29,12,5,13,2,7.2,0.61,8,3,0,0,0,4,8,3.7,,busy
F004,43,application,elderly,appointment,20,16,7,53.8,5,3.8,0.98,11,5,0,1,0,3,9,4.4,,normal
F003,79,consultation,elderly,online,20,6,2,20.8,4,12,0.77,16,5,0,0,0,6,10,4.7,,normal
F003,66,complaint,normal,appointment,24,16,1,13,3,30,0.61,16,4,0,0,0,4,9,4.1,,busy
F001,39,complaint,normal,walk-in,9,28,1,20.8,4,20.2,0.71,14,6,0,0,0,4,12,4.5,,busy
F005,77,consultation,elderly,online,21,23,8,30.6,8,13.9,0.95,10,1,0,1,0,3,12,4.6,,congested
F001,43,consultation,urgent,online,5,53,40,32.8,8,21.8,0.8,10,5,0,1,0,4,8,2.6,,critical
F002,87,inquiry,elderly,walk-in,16,14,12,15,1,6.4,0.69,13,2,0,0,0,6,10,3.2,,critical
F005,70,payment,elderly,appointment,9,18,4,22,2,7.1,0.86,18,4,0,0,0,3,9,5,,congested
F004,90,complaint,elderly,appointment,20,12,5,14,4,20.3,0.9,8,3,0,0,0,2,12,4,,critical
F004,80,application,elderly,walk-in,13,14,11,19,1,10.1,0.86,15,4,0,0,1,2,8,3.8,,abandoned
F003,61,renewal,normal,online,11,13,10,10.8,1,3,0.82,18,0,1,0,0,3,9,3.4,,critical
F004,26,renewal,normal,walk-in,18,9,6,45,3,7.5,0.91,9,0,0,1,0,3,10,4.1,,congested
F004,73,complaint,elderly,online,13,7,1,22,3,15.9,0.86,15,0,0,0,0,3,8,3.6,,normal
F004,44,complaint,normal,appointment,19,13,12,9.6,3,20,0.81,16,0,1,0,0,3,9,2.6,,critical
F002,51,inquiry,normal,walk-in,23,12,9,23,1,5,0.85,13,0,0,0,0,4,12,3.2,,critical
F001,53,application,normal,online,30,19,16,21.6,8,25.4,0.89,11,2,0,1,1,3,10,3.5,,abandoned
F001,30,renewal,normal,appointment,12,19,16,20,4,8.7,0.7,8,3,0,0,0,4,12,4.5,,critical
F002,37,payment,normal,appointment,18,23,22,30.4,3,4.6,0.9,9,6,0,1,0,3,9,3.9,,critical
F001,56,payment,normal,walk-in,6,30,25,27,6,3,0.82,10,4,0,1,0,2,12,4.2,,critical
F002,21,inquiry,normal,walk-in,23,20,20,21,2,4.7,0.81,17,1,0,0,0,6,12,3.7,,critical
F002,78,inquiry,elderly,online,8,20,2,26,4,3.9,0.88,15,5,0,0,0,6,10,4.9,,normal
F003,42,consultation,urgent,online,5,30,7,36,4,12.4,0.98,12,1,0,1,0,4,12,5,,critical
F002,78,payment,elderly,walk-in,17,25,2,17,3,4.7,0.68,14,2,0,0,0,4,9,3.2,,normal
F003,86,consultation,elderly,online,14,13,2,15.6,2,15.1,0.73,15,6,0,0,0,2,10,4.8,,congested
F004,39,consultation,normal,appointment,30,22,1,19,2,10.9,0.89,15,4,0,0,1,3,8,4.1,,abandoned
F004,44,consultation,elderly,walk-in,14,12,5,37.8,3,14.8,0.9,9,3,0,1,0,6,12,3.9,,congested
F005,29,inquiry,elderly,online,17,12,3,21,4,7.5,0.65,17,0,0,0,0,6,9,3.4,,normal
F002,68,consultation,normal,online,25,9,4,34.2,7,11.2,0.83,9,1,0,1,0,6,8,4.9,,normal
F005,24,payment,normal,appointment,11,43,39,18,8,4.1,0.93,11,1,0,1,1,6,10,4.1,,abandoned
F005,29,inquiry,normal,walk-in,12,13,5,13,3,7.6,0.72,14,6,0,0,0,4,12,5,,critical
F005,62,inquiry,normal,appointment,24,16,14,22.1,4,3.8,0.6,18,6,0,0,0,4,9,4.1,,busy
F001,57,consultation,normal,walk-in,30,10,8,21,1,11.3,0.88,13,4,0,0,0,5,8,2.1,,critical
F003,50,application,elderly,walk-in,13,9,8,22.1,4,17.4,0.64,15,6,0,0,0,3,9,4.9,,critical
F005,69,renewal,normal,appointment,43,25,1,25,3,6.6,0.79,8,2,0,0,0,5,8,4.1,,normal
F004,22,inquiry,elderly,online,8,13,4,13,2,6,0.87,14,0,0,0,0,5,12,2.8,,congested
F005,54,inquiry,elderly,appointment,7,37,21,32.4,5,3.1,0.93,9,2,0,1,0,3,10,4.4,,critical
F003,26,consultation,elderly,online,11,21,9,56.2,7,16.8,0.91,9,6,0,1,0,6,12,3.9,,critical
F001,85,inquiry,elderly,appointment,12,7,1,19,1,5.2,0.81,18,4,0,0,0,6,10,3.7,,busy
F004,22,complaint,normal,online,9,45,33,45,7,10.6,0.98,11,1,0,1,0,6,12,2.6,,critical
F002,62,complaint,normal,online,5,19,11,32.5,1,14.5,0.88,13,5,0,0,1,3,9,1,,abandoned
F003,21,inquiry,normal,online,20,24,18,22.1,4,6.6,0.89,14,6,0,0,0,2,9,4,,critical
F005,45,complaint,normal,walk-in,8,14,7,13,4,17.6,0.64,16,1,0,0,0,3,8,4.6,,critical
F004,69,application,elderly,walk-in,24,26,3,23.4,3,20.7,0.64,8,6,0,0,0,2,10,4.3,,congested
F004,43,inquiry,elderly,walk-in,10,23,17,28.8,5,6.7,0.86,10,1,0,1,0,3,10,4.7,,critical
F005,69,payment,normal,walk-in,9,28,8,28.8,4,7.1,0.92,11,2,0,1,0,5,10,3.9,,critical
F003,46,consultation,normal,online,26,24,8,22,2,10.6,0.63,14,2,0,0,0,6,10,5,,critical
F003,46,consultation,normal,walk-in,21,58,14,44.5,7,16.7,0.83,11,5,0,1,0,2,8,3.8,,critical
F003,80,renewal,elderly,online,15,19,16,36,4,8.1,0.89,11,1,0,1,0,2,10,3.3,,critical
F005,83,application,elderly,appointment,12,6,6,10.2,1,12.2,0.74,8,0,1,0,0,4,12,3.4,,critical
F001,22,inquiry,normal,appointment,21,8,7,25,2,4.4,0.8,13,1,0,0,0,4,8,4.3,,busy
F001,62,payment,normal,walk-in,17,6,5,17,4,3,0.85,16,4,0,0,0,4,12,4.4,,normal
F002,84,inquiry,elderly,walk-in,13,8,6,10.8,2,4.7,0.75,14,0,1,0,0,2,10,5,,congested
F003,78,application,elderly,walk-in,12,14,8,20,1,12.7,0.88,18,4,0,0,0,4,12,3.9,,critical
F003,44,application,normal,walk-in,23,16,4,34.2,7,17.6,0.87,10,2,0,1,0,5,8,4.3,,busy
F001,33,renewal,normal,walk-in,20,19,14,19,1,7.5,0.7,8,2,0,0,0,5,12,2.3,,critical
F004,20,renewal,normal,online,36,27,25,24.7,3,5.1,0.62,16,6,0,0,1,5,9,3.9,,abandoned
F003,73,inquiry,elderly,appointment,14,27,10,43.2,7,7.8,0.88,10,4,0,1,0,6,8,4.4,,busy
F003,68,inquiry,urgent,online,5,22,10,15,4,9.6,0.61,13,4,0,0,0,5,9,5,,critical
F005,64,inquiry,elderly,appointment,15,23,23,17,3,7.3,0.89,15,2,0,0,0,6,8,3,,critical
F004,60,application,normal,appointment,19,37,10,21.6,5,7.1,0.84,10,0,0,1,0,6,9,5,,congested
F004,36,complaint,urgent,online,5,34,32,27,5,28.6,0.97,12,1,0,1,0,3,12,2.3,,critical
F002,60,consultation,normal,appointment,18,51,50,28.1,5,15.9,0.9,10,6,0,1,1,5,10,1.4,,abandoned
F004,44,consultation,normal,walk-in,17,10,1,16.9,1,10.6,0.85,15,5,0,0,0,2,12,5,,busy
F002,43,consultation,elderly,walk-in,13,28,25,41.4,6,14.3,0.89,11,2,0,1,0,3,9,2.7,,critical
F002,19,inquiry,elderly,walk-in,18,21,19,39.6,8,6.1,0.97,10,1,0,1,0,5,12,4.1,,busy
F005,37,inquiry,elderly,online,20,16,13,36,3,3.5,0.87,10,4,0,1,0,5,9,4.4,,busy
F005,31,renewal,elderly,walk-in,14,22,18,29.9,4,4.7,0.63,18,6,0,0,0,4,10,3.8,,congested
F003,55,application,elderly,walk-in,13,6,4,14,2,12.9,0.83,8,2,0,0,0,3,10,4.3,,critical
F002,80,application,elderly,appointment,19,23,14,28.8,5,7.4,0.91,9,2,0,1,0,5,10,4,,busy
F001,61,payment,normal,online,19,32,1,34.2,6,4.9,0.94,10,3,0,1,1,2,12,4.4,,abandoned
F004,66,complaint,normal,appointment,16,18,18,28.1,5,8.6,0.81,11,6,0,1,0,3,10,3,,critical
F004,84,renewal,elderly,walk-in,12,20,11,20.8,1,9.2,0.61,17,5,0,0,0,3,12,3.1,,critical
F001,61,consultation,normal,appointment,11,27,20,24.7,3,12.6,0.88,8,5,0,0,0,6,8,3,,critical
F003,44,renewal,normal,walk-in,11,21,6,16,2,3,0.81,17,1,0,0,0,6,10,4.7,,busy
F005,86,renewal,elderly,online,5,25,22,43.2,3,3.7,0.81,9,1,0,1,0,2,8,3.7,,critical
F004,57,complaint,normal,online,28,6,2,15,1,11.6,0.87,17,0,1,0,0,6,12,3.6,,busy
F002,76,consultation,elderly,online,5,25,16,45,7,15.1,0.97,10,1,0,1,0,5,12,3.4,,critical
F004,71,inquiry,elderly,appointment,15,14,7,43.2,6,8,0.88,9,2,0,1,0,2,12,5,,congested
F003,74,consultation,elderly,appointment,14,39,33,30.6,6,13.5,0.87,10,4,0,1,0,6,12,2.7,,critical
F005,39,payment,normal,appointment,30,20,20,17,3,9.2,0.81,17,0,0,0,0,6,10,3.8,,critical
F002,67,payment,normal,online,27,12,7,15,1,4.6,0.66,13,2,0,0,0,2,8,4.5,,critical
F004,61,renewal,elderly,appointment,19,28,26,41.4,4,9,0.88,11,4,0,1,0,6,10,3.6,,critical
F004,71,payment,elderly,appointment,11,34,3,27,6,7.3,0.82,11,1,0,1,0,2,8,5,,congested
F001,45,complaint,normal,appointment,5,12,10,18,6,18.2,0.94,10,3,0,1,0,2,8,4.3,,critical
F001,90,application,elderly,walk-in,16,25,18,18,4,20,0.9,11,0,0,1,0,6,8,3.4,,critical
F005,70,payment,elderly,online,18,5,5,12,3,4.2,0.81,14,1,0,0,0,4,8,3.6,,normal
F003,69,inquiry,normal,online,24,26,10,26,1,3.9,0.66,15,6,0,0,0,6,9,4.3,,critical
F005,44,payment,normal,online,19,24,15,29.9,2,4.8,0.86,18,6,0,0,0,5,9,3.4,,critical
F003,26,consultation,elderly,walk-in,17,9,7,36,3,13.4,0.93,12,4,0,1,0,5,9,4.4,,congested
F002,54,inquiry,normal,online,15,19,14,26,4,3.7,0.83,14,5,0,0,0,4,12,3.6,,congested
F004,74,payment,elderly,online,16,43,24,27,4,3,0.84,12,3,0,1,0,2,12,3.9,,critical
F004,46,payment,normal,appointment,31,15,8,12,4,4.3,0.89,8,4,0,0,0,6,8,3.9,,normal
F001,25,payment,elderly,online,16,15,11,23,1,6.7,0.71,14,2,0,0,0,3,12,2.3,,critical
F003,47,consultation,normal,online,15,45,43,28.8,3,16.3,0.82,11,4,0,1,1,3,8,1,,abandoned
F001,36,application,normal,online,8,16,5,15,2,20.3,0.83,13,0,0,0,0,6,10,3.4,,critical
F003,64,payment,normal,appointment,8,9,1,25,3,9.6,0.85,8,1,0,0,0,6,8,4.1,,normal
F002,34,renewal,normal,appointment,32,16,13,16,4,11.8,0.81,16,2,0,0,0,6,8,3,,critical
F005,18,renewal,normal,online,15,43,27,37.8,6,5.4,0.91,10,4,0,1,0,2,9,4,,critical
F005,46,payment,urgent,walk-in,5,18,8,43.2,6,3,0.88,12,1,0,1,0,6,8,5,,normal
F005,64,payment,normal,appointment,6,27,3,43.2,3,7.8,0.91,9,4,0,1,0,3,8,4.5,,congested
F001,42,complaint,normal,online,20,34,4,37.8,3,10.5,0.89,12,0,0,1,0,6,10,3.7,,congested
F001,30,payment,elderly,walk-in,9,24,14,16,1,3,0.8,15,3,0,0,0,3,10,4.1,,critical
F005,47,complaint,normal,appointment,23,20,20,13,3,25.4,0.77,16,3,0,0,0,4,9,2.1,,critical
F002,75,complaint,elderly,appointment,14,45,39,25.2,5,28.2,0.97,10,1,0,1,0,3,8,1,,critical
F002,46,renewal,normal,walk-in,12,25,16,16,3,8.3,0.61,16,3,0,0,0,4,12,4.1,,critical
F003,65,inquiry,normal,walk-in,22,13,12,14.3,3,8,0.87,13,6,0,0,0,2,10,4.1,,critical
F003,21,inquiry,elderly,appointment,18,23,6,16,1,6.6,0.7,8,2,0,0,0,4,10,3,,critical
F002,82,payment,elderly,appointment,21,30,27,25.2,8,6.1,0.81,10,2,0,1,0,2,8,3.3,,critical
F001,22,application,elderly,appointment,10,7,7,20,4,13.3,0.63,8,3,0,0,0,3,8,3.9,,critical
F004,43,consultation,normal,walk-in,29,9,9,14,1,16.2,0.86,16,1,0,0,1,5,8,2.4,,abandoned
F003,36,renewal,normal,online,20,15,2,22,2,7.7,0.87,14,2,0,0,0,5,10,4.7,,normal
F005,42,payment,normal,walk-in,14,10,5,21,3,7.4,0.88,18,1,0,0,0,2,9,4.5,,congested
F002,57,complaint,elderly,walk-in,11,18,6,43.2,4,18,0.88,12,4,0,1,0,6,10,2.9,,critical
F001,90,renewal,elderly,appointment,17,41,33,37.8,3,8.7,0.81,11,4,0,1,1,2,10,3.9,,abandoned
F004,78,complaint,elderly,online,19,24,7,25,2,24.7,0.88,14,4,0,0,0,5,9,2.4,,critical
F001,53,application,normal,walk-in,17,24,8,22,3,20.2,0.73,18,4,0,0,0,5,10,2.1,,critical
F004,72,inquiry,elderly,online,9,10,3,17,3,5.4,0.88,14,4,0,0,0,6,8,3.2,,normal
F001,27,consultation,normal,online,19,36,29,41.4,8,15.9,0.8,12,1,0,1,0,5,8,3.4,,critical
F002,71,consultation,elderly,walk-in,10,13,10,21,3,3.2,0.68,14,3,0,0,0,6,8,5,,congested
F001,24,complaint,elderly,walk-in,15,13,3,13,3,17.6,0.81,17,4,0,0,0,5,10,4.7,,busy
F005,72,payment,elderly,online,17,16,5,30.4,4,6.4,0.83,11,5,0,1,0,2,12,3.5,,busy
F004,46,inquiry,urgent,appointment,5,20,10,24,3,8.3,0.66,8,0,0,0,0,5,8,4.4,,critical
F005,44,consultation,elderly,walk-in,11,28,8,32.4,8,14.3,0.95,9,1,0,1,0,4,8,3.8,,critical
F005,45,inquiry,elderly,appointment,15,20,18,11,4,3.6,0.68,17,2,0,0,0,6,12,3.9,,busy
